frame,fly1_x,fly1_y,fly2_x,fly2_y,fly3_x,fly3_y,fly4_x,fly4_y,fly5_x,fly5_y
1.0,216.0,3.0,338.0,66.0,607.0,35.0,394.0,62.0,717.0,15.0
2.0,216.0,2.0,326.0,65.0,605.0,23.0,382.0,60.0,682.0,23.0
3.0,215.0,5.0,322.0,66.0,594.0,38.0,373.0,61.0,600.0,27.0
4.0,223.0,26.0,320.0,61.0,587.0,39.0,373.0,59.0,564.0,24.0
5.0,246.0,27.0,309.0,69.0,586.0,20.0,371.0,58.0,542.0,25.0
6.0,270.0,19.0,298.0,69.0,587.0,20.0,366.0,60.0,524.0,23.0
7.0,269.0,19.0,284.0,69.0,588.0,21.0,356.0,58.0,485.0,23.0
8.0,267.0,16.0,277.0,66.0,554.0,20.0,343.0,55.0,469.0,22.0
9.0,255.0,12.0,277.0,66.0,533.0,24.0,341.0,54.0,472.0,22.0
10.0,253.0,14.0,285.0,68.0,504.0,23.0,340.0,54.0,480.0,24.0
11.0,269.0,15.0,274.0,69.0,474.0,23.0,335.0,55.0,498.0,47.0
12.0,276.0,35.0,263.0,69.0,448.0,23.0,336.0,56.0,507.0,51.0
13.0,275.0,39.0,249.0,64.0,412.0,20.0,327.0,54.0,511.0,41.0
14.0,290.0,61.0,244.0,69.0,402.0,24.0,326.0,57.0,507.0,47.0
15.0,322.0,65.0,216.0,69.0,403.0,22.0,322.0,57.0,514.0,42.0
16.0,337.0,51.0,202.0,69.0,411.0,51.0,308.0,55.0,460.0,23.0
17.0,367.0,36.0,197.0,69.0,411.0,49.0,299.0,47.0,386.0,25.0
18.0,388.0,15.0,187.0,69.0,417.0,46.0,295.0,49.0,333.0,25.0
19.0,402.0,4.0,168.0,69.0,416.0,48.0,289.0,51.0,319.0,45.0
20.0,448.0,14.0,152.0,69.0,416.0,50.0,286.0,50.0,300.0,43.0
21.0,464.0,19.0,146.0,68.0,413.0,38.0,283.0,52.0,250.0,21.0
22.0,464.0,18.0,123.0,66.0,409.0,38.0,281.0,48.0,222.0,35.0
23.0,479.0,18.0,115.0,69.0,408.0,38.0,279.0,53.0,226.0,45.0
24.0,508.0,4.0,0.0,0.0,408.0,37.0,276.0,49.0,223.0,25.0
25.0,544.0,20.0,89.0,67.0,408.0,37.0,274.0,37.0,204.0,26.0
26.0,560.0,24.0,87.0,69.0,408.0,37.0,278.0,32.0,207.0,27.0
27.0,604.0,23.0,82.0,69.0,408.0,36.0,279.0,32.0,186.0,47.0
28.0,644.0,14.0,82.0,69.0,411.0,45.0,278.0,33.0,168.0,48.0
29.0,684.0,31.0,82.0,69.0,413.0,47.0,275.0,32.0,141.0,47.0
30.0,720.0,26.0,84.0,69.0,387.0,49.0,274.0,28.0,70.0,46.0
31.0,736.0,19.0,82.0,69.0,332.0,25.0,272.0,30.0,94.0,58.0
32.0,732.0,46.0,83.0,69.0,293.0,20.0,272.0,26.0,46.0,17.0
33.0,710.0,17.0,79.0,69.0,287.0,46.0,268.0,29.0,94.0,69.0
34.0,696.0,7.0,74.0,69.0,251.0,45.0,268.0,27.0,122.0,69.0
35.0,686.0,22.0,75.0,69.0,203.0,45.0,268.0,26.0,63.0,46.0
36.0,724.0,49.0,72.0,69.0,198.0,45.0,266.0,29.0,58.0,54.0
37.0,749.0,59.0,64.0,69.0,146.0,24.0,262.0,30.0,85.0,49.0
38.0,736.0,44.0,64.0,69.0,121.0,23.0,261.0,29.0,93.0,54.0
39.0,736.0,37.0,61.0,69.0,83.0,49.0,261.0,26.0,165.0,69.0
40.0,749.0,28.0,0.0,0.0,63.0,48.0,269.0,28.0,210.0,69.0
41.0,749.0,45.0,64.0,69.0,99.0,36.0,308.0,15.0,236.0,68.0
42.0,733.0,54.0,63.0,69.0,99.0,49.0,350.0,25.0,257.0,69.0
43.0,732.0,58.0,63.0,69.0,93.0,44.0,396.0,42.0,0.0,0.0
44.0,738.0,63.0,62.0,69.0,92.0,47.0,421.0,43.0,178.0,50.0
45.0,664.0,37.0,62.0,69.0,91.0,42.0,457.0,47.0,323.0,64.0
46.0,653.0,54.0,62.0,69.0,64.0,43.0,506.0,68.0,350.0,66.0
47.0,718.0,7.0,61.0,69.0,75.0,50.0,544.0,63.0,390.0,69.0
48.0,732.0,9.0,60.0,69.0,84.0,54.0,573.0,41.0,413.0,68.0
49.0,727.0,6.0,60.0,69.0,90.0,54.0,585.0,21.0,442.0,55.0
50.0,640.0,53.0,59.0,69.0,94.0,53.0,616.0,10.0,502.0,64.0
51.0,690.0,11.0,58.0,69.0,173.0,69.0,614.0,28.0,542.0,69.0
52.0,672.0,8.0,57.0,69.0,198.0,69.0,644.0,42.0,584.0,36.0
