frame,fly1_x,fly1_y,fly2_x,fly2_y,fly3_x,fly3_y,fly4_x,fly4_y,fly5_x,fly5_y
1.0,113.0,12.0,185.0,63.0,99.0,87.0,551.0,82.0,54.0,83.0
2.0,130.0,12.0,187.0,64.0,87.0,85.0,560.0,88.0,50.0,85.0
3.0,147.0,12.0,192.0,64.0,19.0,39.0,571.0,87.0,47.0,87.0
4.0,139.0,12.0,199.0,65.0,36.0,65.0,588.0,85.0,43.0,86.0
5.0,57.0,53.0,205.0,62.0,37.0,78.0,599.0,90.0,42.0,84.0
6.0,135.0,12.0,206.0,66.0,30.0,80.0,613.0,86.0,41.0,81.0
7.0,132.0,12.0,213.0,61.0,28.0,84.0,622.0,85.0,42.0,81.0
8.0,142.0,12.0,219.0,67.0,32.0,80.0,636.0,87.0,43.0,83.0
9.0,119.0,12.0,224.0,65.0,32.0,85.0,649.0,89.0,43.0,88.0
10.0,128.0,12.0,226.0,68.0,27.0,86.0,657.0,84.0,41.0,88.0
11.0,137.0,12.0,235.0,70.0,28.0,81.0,663.0,83.0,41.0,83.0
12.0,126.0,12.0,239.0,71.0,30.0,81.0,666.0,79.0,41.0,83.0
13.0,140.0,12.0,241.0,69.0,29.0,80.0,663.0,75.0,42.0,85.0
14.0,147.0,12.0,244.0,75.0,26.0,88.0,661.0,77.0,43.0,86.0
15.0,135.0,12.0,253.0,75.0,30.0,82.0,667.0,78.0,44.0,91.0
16.0,130.0,12.0,256.0,74.0,32.0,86.0,656.0,73.0,41.0,91.0
17.0,118.0,12.0,262.0,74.0,27.0,81.0,665.0,76.0,43.0,90.0
18.0,131.0,12.0,265.0,77.0,31.0,80.0,652.0,72.0,42.0,89.0
19.0,123.0,12.0,272.0,76.0,30.0,86.0,662.0,76.0,41.0,90.0
20.0,132.0,12.0,274.0,81.0,23.0,82.0,666.0,76.0,41.0,93.0
21.0,133.0,12.0,280.0,84.0,15.0,34.0,665.0,76.0,41.0,92.0
22.0,146.0,12.0,285.0,83.0,50.0,87.0,666.0,75.0,41.0,90.0
23.0,145.0,12.0,290.0,86.0,58.0,78.0,656.0,69.0,39.0,85.0
24.0,136.0,12.0,294.0,85.0,69.0,81.0,666.0,74.0,42.0,79.0
25.0,161.0,12.0,298.0,80.0,98.0,78.0,661.0,75.0,44.0,78.0
26.0,130.0,12.0,299.0,84.0,122.0,73.0,665.0,77.0,45.0,79.0
27.0,125.0,12.0,304.0,84.0,157.0,74.0,665.0,76.0,46.0,84.0
28.0,137.0,12.0,307.0,84.0,187.0,76.0,652.0,74.0,45.0,85.0
29.0,125.0,12.0,308.0,84.0,215.0,84.0,668.0,75.0,45.0,85.0
30.0,134.0,12.0,309.0,83.0,236.0,91.0,653.0,75.0,46.0,84.0
31.0,134.0,12.0,315.0,87.0,265.0,104.0,657.0,78.0,47.0,84.0
32.0,135.0,12.0,322.0,87.0,286.0,102.0,660.0,78.0,45.0,86.0
33.0,149.0,12.0,325.0,87.0,316.0,103.0,661.0,73.0,45.0,83.0
34.0,132.0,12.0,326.0,88.0,336.0,100.0,659.0,75.0,46.0,82.0
35.0,127.0,12.0,328.0,89.0,362.0,99.0,664.0,77.0,45.0,82.0
36.0,129.0,12.0,331.0,90.0,381.0,96.0,661.0,75.0,46.0,83.0
37.0,132.0,12.0,335.0,91.0,408.0,102.0,665.0,74.0,47.0,83.0
38.0,131.0,12.0,341.0,93.0,433.0,97.0,664.0,80.0,45.0,82.0
39.0,128.0,12.0,343.0,91.0,458.0,90.0,664.0,83.0,45.0,82.0
40.0,160.0,12.0,349.0,90.0,479.0,87.0,664.0,85.0,47.0,82.0
41.0,158.0,12.0,354.0,88.0,505.0,85.0,655.0,85.0,47.0,82.0
42.0,116.0,12.0,363.0,91.0,527.0,86.0,666.0,86.0,46.0,83.0
43.0,136.0,12.0,371.0,91.0,553.0,87.0,663.0,87.0,46.0,82.0
44.0,155.0,13.0,372.0,93.0,570.0,86.0,662.0,87.0,46.0,82.0
45.0,123.0,12.0,377.0,93.0,577.0,86.0,664.0,88.0,46.0,83.0
46.0,156.0,12.0,380.0,92.0,582.0,87.0,661.0,86.0,48.0,85.0
47.0,126.0,12.0,385.0,97.0,587.0,89.0,665.0,86.0,48.0,88.0
48.0,154.0,13.0,393.0,96.0,598.0,87.0,658.0,84.0,47.0,88.0
49.0,128.0,13.0,396.0,95.0,606.0,88.0,666.0,86.0,47.0,88.0
50.0,144.0,13.0,400.0,96.0,614.0,93.0,655.0,85.0,47.0,88.0
51.0,137.0,13.0,402.0,97.0,627.0,91.0,655.0,86.0,46.0,84.0
52.0,132.0,13.0,406.0,97.0,633.0,89.0,661.0,90.0,45.0,89.0
53.0,146.0,13.0,412.0,93.0,630.0,86.0,659.0,88.0,44.0,92.0
