frame,fly1_x,fly1_y,fly2_x,fly2_y,fly3_x,fly3_y,fly4_x,fly4_y,fly5_x,fly5_y
1.0,476.0,49.0,446.0,65.0,644.0,34.0,441.0,55.0,0.0,0.0
2.0,486.0,52.0,423.0,67.0,661.0,57.0,427.0,46.0,0.0,0.0
3.0,500.0,53.0,403.0,66.0,667.0,49.0,423.0,41.0,0.0,0.0
4.0,518.0,58.0,377.0,64.0,685.0,56.0,399.0,50.0,0.0,0.0
5.0,524.0,57.0,355.0,60.0,694.0,60.0,384.0,45.0,0.0,0.0
6.0,535.0,55.0,338.0,58.0,694.0,58.0,380.0,44.0,0.0,0.0
7.0,549.0,61.0,330.0,61.0,688.0,57.0,362.0,50.0,0.0,0.0
8.0,559.0,60.0,309.0,65.0,687.0,57.0,351.0,46.0,0.0,0.0
9.0,569.0,58.0,292.0,64.0,683.0,53.0,334.0,41.0,0.0,0.0
10.0,584.0,63.0,272.0,67.0,689.0,56.0,315.0,44.0,0.0,0.0
11.0,597.0,66.0,256.0,64.0,685.0,56.0,312.0,47.0,0.0,0.0
12.0,608.0,66.0,245.0,66.0,694.0,58.0,303.0,49.0,0.0,0.0
13.0,625.0,72.0,227.0,67.0,695.0,58.0,282.0,56.0,0.0,0.0
14.0,640.0,78.0,212.0,66.0,696.0,54.0,268.0,57.0,0.0,0.0
15.0,653.0,77.0,197.0,68.0,694.0,61.0,258.0,59.0,0.0,0.0
16.0,663.0,75.0,183.0,67.0,687.0,56.0,250.0,60.0,0.0,0.0
17.0,673.0,78.0,170.0,66.0,683.0,57.0,243.0,63.0,0.0,0.0
18.0,691.0,77.0,149.0,66.0,690.0,56.0,231.0,62.0,0.0,0.0
19.0,707.0,71.0,128.0,65.0,690.0,56.0,214.0,67.0,0.0,0.0
20.0,696.0,59.0,110.0,67.0,694.0,59.0,200.0,66.0,0.0,0.0
21.0,690.0,53.0,109.0,65.0,698.0,55.0,190.0,66.0,0.0,0.0
22.0,684.0,49.0,109.0,62.0,685.0,47.0,180.0,67.0,0.0,0.0
23.0,672.0,40.0,98.0,61.0,698.0,56.0,173.0,63.0,0.0,0.0
24.0,646.0,43.0,80.0,60.0,687.0,53.0,163.0,62.0,0.0,0.0
25.0,625.0,38.0,62.0,57.0,662.0,52.0,154.0,60.0,0.0,0.0
26.0,615.0,36.0,61.0,64.0,652.0,45.0,149.0,60.0,0.0,0.0
27.0,616.0,41.0,58.0,66.0,641.0,48.0,143.0,61.0,0.0,0.0
28.0,597.0,50.0,60.0,66.0,633.0,47.0,135.0,66.0,0.0,0.0
29.0,582.0,53.0,61.0,67.0,632.0,60.0,126.0,64.0,0.0,0.0
30.0,541.0,56.0,60.0,63.0,615.0,52.0,116.0,61.0,0.0,0.0
31.0,519.0,66.0,63.0,55.0,602.0,54.0,108.0,57.0,0.0,0.0
32.0,504.0,60.0,62.0,50.0,588.0,61.0,101.0,60.0,0.0,0.0
33.0,507.0,61.0,67.0,53.0,566.0,66.0,86.0,59.0,0.0,0.0
34.0,535.0,53.0,63.0,52.0,527.0,66.0,29.0,26.0,0.0,0.0
35.0,559.0,52.0,64.0,51.0,491.0,63.0,55.0,56.0,0.0,0.0
36.0,580.0,58.0,61.0,51.0,462.0,61.0,50.0,53.0,0.0,0.0
37.0,601.0,65.0,65.0,49.0,441.0,68.0,55.0,53.0,0.0,0.0
38.0,624.0,69.0,63.0,49.0,413.0,65.0,65.0,54.0,0.0,0.0
39.0,649.0,62.0,60.0,53.0,374.0,61.0,70.0,52.0,0.0,0.0
40.0,655.0,59.0,65.0,53.0,350.0,57.0,81.0,58.0,0.0,0.0
41.0,651.0,54.0,62.0,53.0,334.0,60.0,40.0,55.0,0.0,0.0
42.0,609.0,46.0,62.0,53.0,326.0,56.0,111.0,73.0,0.0,0.0
43.0,552.0,40.0,65.0,54.0,323.0,57.0,142.0,77.0,0.0,0.0
44.0,493.0,51.0,60.0,53.0,325.0,63.0,152.0,76.0,0.0,0.0
45.0,449.0,68.0,63.0,49.0,320.0,67.0,159.0,76.0,0.0,0.0
46.0,400.0,77.0,64.0,50.0,292.0,65.0,178.0,79.0,0.0,0.0
47.0,356.0,77.0,65.0,51.0,287.0,66.0,199.0,77.0,0.0,0.0
48.0,353.0,75.0,65.0,51.0,301.0,68.0,215.0,73.0,0.0,0.0
49.0,360.0,74.0,61.0,48.0,324.0,76.0,227.0,67.0,0.0,0.0
50.0,361.0,74.0,62.0,50.0,343.0,75.0,243.0,65.0,0.0,0.0
51.0,373.0,69.0,61.0,51.0,365.0,77.0,258.0,59.0,0.0,0.0
52.0,396.0,66.0,60.0,51.0,388.0,74.0,268.0,51.0,0.0,0.0
