frame,fly1_x,fly1_y,fly2_x,fly2_y,fly3_x,fly3_y,fly4_x,fly4_y,fly5_x,fly5_y
1.0,77.0,14.0,33.0,6.0,25.0,35.0,28.0,39.0,67.0,37.0
2.0,77.0,13.0,22.0,6.0,30.0,36.0,29.0,39.0,37.0,11.0
3.0,77.0,14.0,20.0,6.0,35.0,34.0,30.0,39.0,34.0,6.0
4.0,78.0,17.0,30.0,6.0,38.0,33.0,30.0,38.0,43.0,14.0
5.0,78.0,15.0,70.0,39.0,80.0,22.0,29.0,40.0,73.0,8.0
6.0,75.0,15.0,64.0,40.0,80.0,22.0,28.0,39.0,69.0,6.0
7.0,66.0,15.0,46.0,12.0,82.0,22.0,31.0,39.0,82.0,9.0
8.0,56.0,14.0,56.0,40.0,81.0,22.0,38.0,39.0,94.0,6.0
9.0,52.0,14.0,53.0,39.0,85.0,23.0,36.0,40.0,84.0,12.0
10.0,51.0,14.0,62.0,38.0,80.0,23.0,37.0,40.0,84.0,11.0
11.0,49.0,15.0,57.0,39.0,40.0,36.0,39.0,39.0,82.0,14.0
12.0,53.0,15.0,56.0,11.0,39.0,37.0,47.0,40.0,78.0,22.0
13.0,54.0,13.0,44.0,15.0,41.0,37.0,50.0,40.0,97.0,31.0
14.0,57.0,14.0,37.0,19.0,84.0,23.0,51.0,40.0,89.0,36.0
15.0,59.0,13.0,36.0,23.0,79.0,25.0,55.0,40.0,97.0,25.0
16.0,60.0,13.0,31.0,22.0,82.0,24.0,54.0,40.0,99.0,11.0
17.0,63.0,14.0,22.0,19.0,82.0,25.0,56.0,40.0,88.0,6.0
18.0,68.0,14.0,55.0,38.0,40.0,38.0,54.0,41.0,89.0,6.0
19.0,65.0,13.0,54.0,40.0,26.0,32.0,53.0,42.0,89.0,6.0
20.0,75.0,13.0,56.0,40.0,77.0,29.0,58.0,41.0,90.0,6.0
21.0,79.0,13.0,28.0,17.0,72.0,30.0,55.0,43.0,88.0,6.0
22.0,80.0,14.0,27.0,24.0,62.0,36.0,59.0,42.0,89.0,6.0
23.0,79.0,14.0,21.0,34.0,20.0,24.0,58.0,42.0,94.0,21.0
24.0,82.0,14.0,18.0,37.0,25.0,28.0,58.0,42.0,95.0,37.0
25.0,81.0,12.0,59.0,38.0,17.0,30.0,57.0,42.0,44.0,17.0
26.0,84.0,13.0,55.0,37.0,18.0,36.0,58.0,42.0,99.0,21.0
27.0,81.0,13.0,62.0,31.0,26.0,34.0,60.0,42.0,97.0,26.0
28.0,79.0,15.0,50.0,24.0,72.0,24.0,56.0,43.0,88.0,30.0
29.0,83.0,13.0,45.0,23.0,77.0,26.0,58.0,43.0,92.0,30.0
30.0,81.0,13.0,44.0,21.0,26.0,30.0,56.0,44.0,88.0,31.0
31.0,82.0,14.0,44.0,22.0,26.0,33.0,60.0,42.0,76.0,38.0
32.0,86.0,13.0,50.0,22.0,35.0,36.0,60.0,42.0,50.0,40.0
33.0,88.0,11.0,59.0,22.0,78.0,20.0,57.0,43.0,54.0,42.0
34.0,87.0,12.0,69.0,25.0,76.0,16.0,53.0,46.0,64.0,40.0
35.0,95.0,14.0,76.0,29.0,79.0,17.0,54.0,43.0,83.0,39.0
36.0,98.0,15.0,78.0,29.0,65.0,43.0,54.0,46.0,88.0,38.0
37.0,96.0,16.0,83.0,28.0,51.0,42.0,54.0,47.0,88.0,38.0
38.0,98.0,16.0,72.0,27.0,47.0,40.0,53.0,47.0,73.0,40.0
39.0,99.0,18.0,56.0,28.0,50.0,41.0,54.0,46.0,90.0,39.0
40.0,90.0,17.0,64.0,26.0,88.0,20.0,54.0,47.0,88.0,39.0
41.0,83.0,14.0,69.0,28.0,82.0,22.0,53.0,49.0,91.0,40.0
42.0,72.0,12.0,79.0,28.0,28.0,36.0,53.0,50.0,90.0,39.0
43.0,60.0,11.0,82.0,26.0,76.0,30.0,56.0,49.0,81.0,40.0
44.0,46.0,12.0,81.0,26.0,17.0,25.0,53.0,50.0,76.0,40.0
45.0,49.0,12.0,79.0,25.0,18.0,27.0,54.0,50.0,82.0,39.0
46.0,47.0,13.0,86.0,24.0,22.0,29.0,51.0,50.0,43.0,43.0
47.0,45.0,12.0,85.0,26.0,76.0,31.0,53.0,51.0,37.0,41.0
48.0,49.0,6.0,79.0,28.0,69.0,36.0,45.0,53.0,37.0,41.0
49.0,47.0,6.0,69.0,22.0,53.0,41.0,47.0,53.0,22.0,40.0
50.0,47.0,6.0,61.0,28.0,15.0,42.0,44.0,54.0,38.0,42.0
51.0,47.0,6.0,70.0,27.0,15.0,33.0,44.0,53.0,70.0,44.0
52.0,50.0,6.0,36.0,27.0,16.0,33.0,44.0,52.0,88.0,43.0
53.0,56.0,6.0,24.0,26.0,20.0,27.0,45.0,50.0,93.0,44.0
54.0,58.0,6.0,34.0,31.0,23.0,27.0,44.0,52.0,85.0,42.0
55.0,58.0,6.0,38.0,38.0,23.0,25.0,44.0,51.0,83.0,43.0
